@RELATION CommOps
@ATTRIBUTE text string
@ATTRIBUTE ModalVerbSignal {shall, will, may, might, can, must, could, would, should, requested, please, none}
@ATTRIBUTE ActionVerbSignal {yes, no}
@ATTRIBUTE TypeOfSubject {first, second, third, none}
@ATTRIBUTE NegativeVerbSignal {yes, no}
@ATTRIBUTE presentTenseVerbSignal {yes, no}
@ATTRIBUTE pastTenseVerbSignal {yes, no}
@ATTRIBUTE debtorPresent {yes, no}
@ATTRIBUTE creditorPresent {yes, no}
@ATTRIBUTE delegationSignal {yes, no}
@ATTRIBUTE deadlineSignal {yes, no}
@ATTRIBUTE createCommitmentPresent {yes, no}
@ATTRIBUTE bigramModalSecond {yes, no}
@ATTRIBUTE bigramFirstModal {yes, no}
@ATTRIBUTE bigramPleaseAction {yes, no}
@ATTRIBUTE questionMarkPresent {yes, no}
@ATTRIBUTE class {create, icreate, discharge, cancel, delegate, none}

@DATA
"He had mentioned to me last Friday about your TransPecos deal as a potential source of cash for Enron (presumably through a monetization of cash flows from Pemex) - do you have some time to discuss or some material that I could take a look at over the holidays?",could,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Thanks,Kevin",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Steve:Rod mentioned this deal to me last week as a potential source of cash.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Are you the commercial lead on this?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"If not, do you know who is?",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Kim Watson has been running with this, and Eric has been chiming in every so often.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"See the attached spreadsheet.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Let me know if you have any questions.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim,Have you thought about buying a call on the spread instead of unwinding the spread outright?",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,yes,none
"(Just a thought)Thanks,Theresa",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"FYI, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Theresa,Ive been out of town the last couple of days, can we get together later today to discuss this?",can,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Would you be available for lunch or right after lunch?",would,yes,second,no,yes,no,yes,yes,no,no,no,yes,no,no,yes,icreate
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I think after lunch we be ok.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"We have our storage meeting today and it usually runs into lunch!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I will come see you after lunch.",will,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Here it is.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"K.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Fran,It was nice visiting with you this morning. ",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I am looking forward to meeting the commercial team at TW next week. ",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Attached is my resume for your information.Regards,Paul ",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim-Attached is Paul YBarbos resume.  ",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I have scheduled you for a 9:00 am interview on Wednesday, July 25th.  ",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I will bring him by. Let me know of any scheduling conflicts. Thanks,Fran ",will,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Here is all the contact info.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"email:	jfawcett@sempra.comphone: 713-236-7720cell: 713-724-2555address: 440 Louisiana #900, Houston 77002From:	Kimberly Watson/ENRON@enronXgate on 06/29/2001 06:47 PMTo:	Lisa Fawcett/HOU/EES@EEScc:	 Subject:	Jeffs numberLisa,Would you please give me Jeffs phone number?",please,no,third,no,yes,no,yes,no,no,no,no,no,no,no,yes,create
"I have a couple of pieces of mail for him and I would like to know his preference on how he would like it sent to him.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Hope all went well with your moms wedding.Have a great fourth of July!",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Because the starting dates were different, I put the information in two separate files.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Hope this is what you need.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Reyna Cabrera(713) 853-3072",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Please review the attached outage report.Jerry Graves713-345-8923                                     << File: 010719Al.xls >>",please,yes,second,no,yes,no,yes,yes,no,no,no,no,no,yes,no,icreate
"Please review this attached outage report, and disregard the previous report.",please,yes,second,no,yes,no,yes,yes,no,no,no,no,no,yes,no,icreate
"This one has a couple of new updates involving the Red Rock tie-ins and Station 2.Thank youJerry Graves713-345-8923",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"FYI, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"09Please review the attached outage report, and also send in any outages through the rest of this year and 2002.Jerry Graves713-345-8923",please,yes,second,no,yes,no,yes,yes,no,no,no,no,no,yes,no,icreate
"FYI, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"FYI, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Please review the attached outage report.Jerry Graves713-345-8923",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Jan, FYI, on remaining outages for 2001.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Bro: I am thinking of suprosing Teri for our 20th anniversary.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"I would like to take her for a quick trip to NYC.",would,no,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"I would really like to get tickets to The Producers but it appears to be sold out until March, 2001.",would,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"If we make the trip, in what part of town do you suggest we stay?",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"What hotel has reasonable prices?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"We  would like to go to a play.",would,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Other than that, I have absolutely no ideas.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Any ideas as to which play we can get tickets to at this late date?",can,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Rent is still available and Ive heard good things about it.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"I would appreciate any help you can lend.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Bill",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Gosh, that sounds great!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Its been more than 5 years since weve been to NYC, but heres what Id do...this weekend, look around BR (thats Baton Rouge) for the Sunday issue of the New York Times.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Look in the Lifestyle section (or the NYT equivalent) and youll undoubtedly see ads for weekend specials and/or package deals to the city, possibly including airfare, hotel, theater tickets, meals, airport transfers, etc.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Other than that, you can check out the Marriott Marquis Hotel, which has its own theater and may offer special weekend rates.",may,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Dont gasp when you find out that a room is going to run you $200/night ++, thats just the going rate for a very expensive city.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"Youll need to visit the TKTS booth in Times Square, where folks queue up mid-morning for half-priced same-day tickets to some great shows...and some real dogs.",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"You wont find any Producers tickets there, unfortunately, but Rent may be available.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"See Phantom of the Opera and Les Miserables, for sure.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Grab lunch at the Carnegie Deli, but dont fall on the floor when you order the $18 reuben sandwich.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Pay the $3 split fee and share it with Teri.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Note the huge desserts and the terse wait staff.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"See if the Rainbow Room is still open for dinner and dancing.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim and I celebrated our 10th anniversary there with Mike & Cheryl Pope (it was Cheryls 40th BD, too).",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"The Rainbow Room is in Rockefeller Center (where NBC is located).",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Everything is going to be expensive, so get used to it.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Let me know what you decide!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"BTW, hows Poppy?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Mom said hes made an amazing comeback from the brink...",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"John",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Bill, To get hard to find tickets, go to the Plaza Hotel (borders Central Park near FAO Schwartz) entering through the front door, proceed ahead around the big lobby/tea area around to the right and find a woman in a closet sized booth (literally a closet).",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Cast members turn tickets over to her to sell that they are given for their shows.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"She is completely independent from the hotel and Im sure she pays huge rent for the tiny space that she has.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"They are always wonderful seats to and usually run around $100+ for each ticket.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"It is always a wor1th-it splurge if it is for a play you want to see.",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"I used to have her card, but it is long gone by now.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"You might be able to call the Plaza and inquire as to her name and number and call ahead.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Otherwise, just stop in as soon as you get in town.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Rent is OK, but if this is your first and maybe only trip to NYC for a while, I would certainly recommend seeing other plays first .",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"I agree with John, your best hotel bet is the Marriott Marquis, which is very nice for a Marriott and the location is the best.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Dont forget to eat lox and a bagel for breakfast!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Keep us posted.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Please find attached a letter from Lad and Pat of Socal.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"TW was requested by Socal to reallocate the Needles window on intraday 1 cycle last Friday.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Socal lowered the window below TW's firm requirements.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"This has not been the policy previously followed by the two companies.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Once the Socal window was established on the timely cycle, the window would not change for that gas day.",would,no,third,no,yes,no,no,no,no,no,no,no,no,no,no,none
"I did not want to cut TW's FT shippers late on Friday.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"I wanted time to alert them that this policy was changing and they could not rely on getting the same allocation of gas at Needles during each daily cycle.",could,no,first,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Lynn and I talked with Pat Davidson and TW has agreed to accomodate any changes (increases or decreases) to the window during a particular gas day except for the intraday 2 cycle.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"Lynn and I told Pat that changing the allocation during intraday 2 cycle would create imbalances on TW's system, and TW was not allowed to have shipper imbalances per its tariff.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Lynn has prepared an EBB posting alerting our shippers of this change.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"It will be posted today and the policy will go into affect for Friday's gas day.",will,no,third,no,yes,no,yes,no,no,no,no,no,yes,no,no,create
"Any questions, please call Mrs.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Blair!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I would like to have a meeting to review pros and cons in relation to the	procedure Transwestern is using today for the SoCal Needles window allocation.",would,no,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Some of the questions being asked:	1.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Why are we allocating for SoCal, (at their request)?",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,yes,none
"2.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Why are we allowing SoCal to set the capacity lower than TWs primary firm?",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,yes,none
"3.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"What are the options for TW to change the alloction procedure at Needles?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"I am sure there is a host of other questions we could answer as well.",could,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"We are looking	at Tuesday, July 24, at 9:00 a.m or Wednesday, July 25, 1:30 p.m.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Please let Ava Garcia (713-853-5842) know which day is better for you.",please,yes,third,no,yes,no,yes,yes,no,no,no,no,no,yes,no,icreate
"Then we will	get a room and let everyone know date and time.",will,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Thanks.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Lynn",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"TK, since you, Steve and I are traveling tomorrow, could you work with Lynn to schedule this meeting for Wednesday.",could,no,second,no,yes,no,yes,yes,no,yes,no,yes,no,no,no,icreate
"TK, since you, Steve and I are traveling tomorrow, could you work with Lynn to schedule this meeting for Wednesday.",could,yes,second,no,yes,no,yes,yes,yes,yes,yes,yes,no,no,no,delegate
"You, for sure, need to be there.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Yes, I will attend.",will,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Yes, I will attend.",will,yes,first,no,yes,no,yes,yes,no,no,yes,no,no,no,no,discharge
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Michelle, please respond to Ava if you would like to attend.",would,yes,third,no,yes,no,yes,yes,no,no,no,no,no,yes,no,icreate
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"SoCal Needles Allocation meeting is scheduled for Wednesday, July 25 at 12noon-1:30p.m. in conference room EB4102.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Lunch will be provided for those in Houston office, please let me know if you will be attending.Thanks,Ava-35842",will,yes,third,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"FYI, here is an update from our meeting today,	I did some checking to follow up on the Socal Window issue discussed in the meeting  today with our TMS IT team and Mary Draemer to find out the exact date when we implemented the EDI Socal Capacity Window.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"It was implemented on April 27, 2000.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
